id,title,status,stated_by,source,claim,has_non_manual_test,verified_by,note,opinion,decision
R-046,Clients switch on the JSON error code from a closed set,covered,agent,§17.2 §18.8 D74,"Every RPC raises through api_raise, which maps a machine error code to its SQLSTATE in one place. Clients read the JSON error field; raw constraint violations are never part of the contract.",yes,"manual | Force a capacity rejection in the browser; PostgREST returns HTTP 409 with Proxy-Status error=PT409 (§18.8) ;; vitest | src/test/errors.test.ts | cases Group N (added for DEF-0003): the product refusal, which sends no owner node, classifies as NotOfferedHere and produces the real sentence; the operator refusal still classifies with all four fields and its sentence is unchanged; the two sentences differ, which is why kind stays required; a detail missing kind, id or node_id is still Unknown; a non-string owner is dropped rather than carried","⚠️ FIX CLAIMED, NOT VERIFIED (DEF-0003, fix 3c58d13). The clause ""clients read the JSON error field"" was true of the code and false in effect: the parser demanded a key the two product guards stopped sending in migration 0034, so every product refusal since fell through to ""Something went wrong. Please try again."" Group N is the first committed coverage this branch has ever had. Status stays `contradicted` until the tester re-runs its own reproduction — only the tester sets `verified`.",Adequate — the vitest evidence (errors.test.ts) is solid and defect-driven; the manual step is a fine supplementary smoke check.,
R-047,The client cache is dropped when the signed-in identity changes,uncovered,agent,§17.4 §19.8,"Every cached query was fetched as one user under RLS, so on an identity change the cache is reset and active queries refetch. A routine token refresh, where the identity does not change, must not reset the cache or blank the board.",no,,§19.14 says P1-5c committed a regression test for §19.8 but does not name the file.,"add-test (vitest): subtle and easy to get backwards (over-clearing on refresh, or not clearing on identity change) — high value given this codebase's documented history of session-race bugs (R-D91, R-337).",
R-048,"Nearest-ancestor lookups walk ltree paths, never parent_id",uncovered,agent,§18 §19.1,"Shift template and skill requirement resolution walk the node's path, because a parent may sit outside the loaded window and a parent_id chain can cycle.",no,,,"Likely implicitly proven by R-039's shift-resolution tests, but not linked — link existing evidence rather than writing a new test.",
R-049,"A malformed timerange drops one block, never the board",uncovered,agent,§18,"The index builder catches a parse failure per row, drops that row and counts it. The board never renders blank because of one bad range.",no,,,add-test (vitest): a resilience claim (one bad row shouldn't blank the board) — cheap and prevents a real incident class.,
R-050,"Scroll position is anchored by node id, not pixel",uncovered,agent,§18.2,"The board records the first visible row's node id and offset and restores that after a refetch, with an ancestor fallback when the node is gone.",no,,,"add-test (vitest): test both the anchor+restore and specifically the ancestor-fallback branch, which is the part most likely to silently break.",
R-051,Zoom keeps the instant under the visible track's centre,uncovered,agent,§18.2 §18.4,"Changing zoom preserves the instant at the horizontal centre of the track area, measured excluding the sticky rail width, so repeated zooming does not drift.",no,,,"add-test (vitest): a pure geometry function — cheap and valuable, this class of ""keep X fixed while zooming"" bug is classically fiddly.",
R-052,A background refetch never blanks the board,uncovered,agent,§18.2,"The spinner shows only when there is no cached data, not on every fetch, so the board does not flash empty each time it refreshes.",no,,,add-test (vitest): cheap and prevents a very visible regression (flashing/flicker) users would notice immediately.,
R-053,Scrolling never triggers a fetch,uncovered,agent,§18.2,The loaded window is exactly what the toolbar asked for and the board marks its own end. Window extension on scroll is deferred.,no,,,add-test: a light audit/test asserting no query fires on scroll would be cheap and worthwhile.,
R-054,Assignments are sorted before lane packing,covered,agent,§18.3,"buildBoardIndex sorts assignments chronologically before greedy first-fit lane packing, so three back-to-back blocks fed out of order still occupy one lane.",yes,vitest | src/test/boardIndex.test.ts,,Solid — matches the claim directly.,
R-055,Today scrolls to now; Prev and Next do not,uncovered,maintainer,§18.4,"The toolbar has Prev day, Today and Next day. On first mount and on Today the board scrolls so now sits a quarter of the way across the track. Prev and Next do not re-scroll.",no,,,"add-test (e2e/vitest): a specific, easy-to-regress UX detail (quarter-of-the-way positioning, Prev/Next not re-scrolling) worth pinning.",
R-056,Fit scales rows to fill the available height within 0.75×–2.5×,uncovered,maintainer,§18.10 §18.11 §18.12,"fitScale is the available height divided by the natural Standard height, clamped to 0.75–2.5, computed in one pass from unscaled heights. Every density field is rounded to an integer, NaN and Infinity are guarded, a chip always fits its lane and an avatar its chip.",no,,,Check whether scaleAudit.test.ts already covers this (it covers sibling numeric claims) before writing something new — the NaN/Infinity guard clause is a real crash risk if genuinely untested.,
R-057,--ui-scale is published on the document root,uncovered,agent,§18.14,"Because popovers are portaled, any board custom property must be set on :root or the portal silently gets the fallback value.",no,,,Likely the same class of bug scaleAudit.test.ts already exists to catch — recommend adding a case there rather than a new test file.,
R-058,Popover width is computed once and keeps it on screen,uncovered,agent,§19.11 §19.14,"One source of truth for the scaled width feeds both the inline style and the edge clamp, the viewport is tracked by a resize listener, and a malformed anchor never yields NaN. The popover stays inside the viewport near the right edge at maximum scale.",no,,§19.14 names cases P17–P24 but not the test file.,"add-test (vitest): NaN-from-malformed-anchor is a real crash risk — worth a direct test, similar territory to popoverDrag.test.tsx.",
R-059,A hierarchy level with nodes cannot be removed,covered,agent,§19.1 §19.27,"Deleting a level that still has nodes is refused (level_in_use), both by the FK and by save_hierarchy_levels check 7.",yes,sql | supabase/tests/70_hierarchy_test.sql,,Solid.,
R-060,The client slugify matches the SQL slugify exactly,covered,agent,§19.9 §19.12 §19.13,The client's slugify reproduces Postgres slugify() on a recorded corpus including non-transliterated accents and Unicode case mapping; the corpus is the contract.,yes,vitest | src/test/hierarchy.test.ts,,"Solid, and the ""recorded corpus is the contract"" pattern is a smart, maintainable test design.",
R-061,Client validators never throw on malformed input,covered,agent,§19.12 §19.14,"validateLevelDraft and the popover placement function return typed results for null, missing, numeric or NaN inputs; a validator called on every keystroke must not throw.",yes,vitest | src/test/hierarchy.test.ts,,"Solid, good defensive-input coverage.",
R-062,The client is never stricter than the server,uncovered,agent,§19.12 §19.30,"A client pre-check may only refuse what the server would refuse. Where they diverge the server is tightened, and the client always passes the complete level list so the mirror cannot drift on a partial array.",no,,,This is a design-principle relationship (client vs. server strictness) rather than one testable behavior — reword into a testable form or convert into an audit/lint (compare client validators against server RPCs) rather than a single vitest case.,
R-063,Names are trimmed with the ECMAScript whitespace set on both sides,covered,agent,§19.13,"app_trim_ws backs every level and node name trim, stripping exactly the code points JS String.trim strips (including U+FEFF, excluding U+200B), so a tab-only or NBSP-only name is refused and never stored.",yes,sql | supabase/tests/70_hierarchy_test.sql | cases W1–W7,,Solid.,
